lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,previous_stays,reserved_room_type,booking_changes,deposit_type,days_in_waiting_list,average_daily_rate,total_of_special_requests
51,2,5,2,0,0,BB,Online TA,0,E,0,No Deposit,0,44.64,0
20,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,61,1
20,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,55,1
8,0,1,2,2,0,BB,Online TA,0,G,0,No Deposit,0,94,0
70,0,4,2,0,0,HB,Online TA,0,E,0,No Deposit,0,82.8,1
68,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,43.8,2
5,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,54,0
0,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
38,0,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,34.56,0
4,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,38.4,0
4,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,38.4,0
4,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,38.4,0
0,0,2,2,0,0,HB,Direct,0,F,1,No Deposit,0,99,1
13,0,1,2,1,0,BB,Online TA,0,A,1,No Deposit,0,60,2
23,0,1,2,0,0,BB,Direct,0,E,0,No Deposit,0,75,0
0,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,0
1,0,1,3,1,0,BB,Online TA,0,H,0,No Deposit,0,93,0
1,0,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,60,2
7,0,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,2
10,2,2,2,0,0,BB,Direct,1,G,0,No Deposit,0,171,2
3,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
1,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,1
62,2,8,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,0
5,0,1,2,0,1,BB,Online TA,0,E,1,No Deposit,0,63,3
38,0,2,2,0,0,BB,Direct,0,F,0,No Deposit,0,67.2,1
40,0,1,2,0,0,BB,Direct,0,F,0,No Deposit,0,137.2,2
86,2,5,2,0,0,HB,Online TA,0,E,0,No Deposit,0,88.8,1
140,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,54,1
0,0,2,2,0,0,BB,Direct,0,D,1,No Deposit,0,51,0
3,0,1,2,0,0,BB,Direct,0,E,0,No Deposit,0,58,0
69,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,30.24,0
117,2,10,2,0,0,BB,Online TA,0,D,0,No Deposit,0,46.8,0
1,0,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,51.4,1
0,0,2,2,0,0,BB,Direct,0,E,1,No Deposit,0,58,0
0,0,0,3,0,0,BB,Direct,0,A,1,No Deposit,0,0,0
4,0,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,0,0
22,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,60,1
40,0,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,2
84,0,3,2,2,0,BB,Online TA,0,G,0,No Deposit,0,90.33,1
29,0,2,2,1,0,BB,Direct,0,A,1,No Deposit,0,58.74,0
29,0,2,2,0,0,BB,Direct,0,A,0,No Deposit,0,49.74,0
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,60,0
19,0,2,2,0,0,HB,Online TA,0,A,0,No Deposit,0,96,1
2,0,2,2,1,0,BB,Direct,0,C,0,No Deposit,0,65.85,0
1,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,65,0
22,0,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,81,2
1,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,53.67,1
66,0,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,37.01,1
1,0,1,2,0,0,BB,Direct,0,A,1,No Deposit,0,66,0
3,0,1,3,1,0,HB,Online TA,0,H,0,No Deposit,0,158,0
1,0,2,1,0,0,BB,Online TA,0,D,0,No Deposit,0,51.6,0
8,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,53.67,1
60,0,2,3,1,0,BB,Online TA,0,H,2,No Deposit,0,99,0
25,0,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,40.8,1
1,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,65,0
4,1,0,1,0,0,BB,Online TA,0,A,0,No Deposit,0,66,0
11,1,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,66,0
26,1,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,38.62,1
0,1,0,2,0,0,BB,Direct,0,E,0,No Deposit,0,58,1
37,1,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,1
0,1,0,2,0,0,BB,Direct,0,E,0,No Deposit,0,58,0
21,1,3,2,0,0,BB,Online TA,0,A,1,No Deposit,0,60,2
7,1,3,2,0,0,HB,Online TA,0,E,0,No Deposit,0,97.25,0
21,1,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,75,2
20,1,0,2,0,0,BB,Online TA,0,E,0,No Deposit,0,75,1
31,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,60,0
0,1,3,2,0,1,BB,Direct,0,E,0,No Deposit,0,62.25,0
1,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
24,2,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,60,2
56,2,1,2,0,0,HB,Online TA,0,D,0,No Deposit,0,96,2
40,2,0,2,0,0,BB,Online TA,0,D,0,No Deposit,0,62,1
22,0,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,0,1
168,3,5,1,0,0,BB,Online TA,0,A,2,No Deposit,0,37.8,1
67,2,3,2,0,0,BB,Online TA,0,A,1,No Deposit,0,32.02,1
6,2,0,2,0,0,BB,Online TA,0,E,0,No Deposit,0,71.5,0
3,2,1,2,0,0,HB,Online TA,0,E,0,No Deposit,0,72.31,1
63,2,5,1,0,0,BB,Online TA,0,A,0,No Deposit,0,29.72,1
2,2,0,2,0,0,BB,Online TA,0,D,0,No Deposit,0,80.5,1
50,2,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,44.99,1
0,2,1,2,0,0,BB,Direct,0,E,0,No Deposit,0,81,0
28,2,2,2,2,0,HB,Online TA,0,G,0,No Deposit,0,145,1
9,2,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,59.33,1
0,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,53.55,1
80,8,20,2,0,0,BB,Online TA,0,A,0,No Deposit,0,38.25,1
1,0,1,1,0,0,BB,Online TA,0,D,0,No Deposit,0,73,1
0,0,0,2,0,0,BB,Direct,0,E,1,No Deposit,0,0,0
0,0,0,2,0,0,BB,Direct,1,A,1,No Deposit,0,0,0
3,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,65,2
7,2,2,2,0,0,BB,Direct,0,F,0,No Deposit,0,81.75,0
9,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,60,0
3,0,2,2,0,0,BB,Direct,0,A,0,No Deposit,0,60,1
21,0,1,2,0,0,BB,Online TA,0,A,1,No Deposit,0,60,1
21,0,1,2,0,0,BB,Direct,0,F,0,No Deposit,0,75,0
49,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,66,2
0,0,2,3,1,0,BB,Direct,0,H,1,No Deposit,0,106,0
174,1,3,2,0,0,BB,Online TA,0,E,1,No Deposit,0,55.8,3
73,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,29.11,1
50,0,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,69,1
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,61,0
0,1,0,2,0,0,BB,Direct,1,A,0,No Deposit,0,41,0
17,2,3,2,0,0,HB,Online TA,0,A,0,No Deposit,0,96,1
16,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,71,0
14,0,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,0,1
1,2,3,1,0,0,BB,Direct,0,A,1,No Deposit,0,52.75,0
154,2,4,2,0,0,BB,Direct,0,D,1,No Deposit,0,42.12,0
16,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,65,0
16,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,65,0
16,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,65,2
203,2,5,2,0,0,BB,Direct,0,F,4,No Deposit,0,66.8,0
102,0,0,2,0,0,BB,Online TA,0,D,1,No Deposit,0,0,3
24,2,5,1,0,0,BB,Online TA,0,A,0,No Deposit,0,55,1
130,2,5,2,1,0,BB,Online TA,0,A,2,No Deposit,0,57.1,1
62,1,4,2,0,0,HB,Online TA,0,A,0,No Deposit,0,72.06,1
34,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
34,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
1,0,1,1,0,0,BB,Direct,0,F,1,No Deposit,0,87,0
1,0,2,2,0,0,BB,Direct,1,A,0,No Deposit,0,52,1
34,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,66,1
9,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,65,2
67,0,4,1,0,0,BB,Direct,0,A,1,No Deposit,0,25.42,0
62,2,4,2,0,0,BB,Online TA,0,D,1,No Deposit,0,54.9,0
33,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,2
168,5,14,2,0,0,HB,Online TA,0,E,0,No Deposit,0,86.6,2
87,2,5,2,0,0,HB,Online TA,0,E,5,No Deposit,0,85.5,2
87,2,5,2,1,1,HB,Online TA,0,G,3,No Deposit,0,133,3
87,2,5,2,2,0,HB,Online TA,0,G,3,No Deposit,0,143,2
35,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
14,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,65,1
234,0,4,2,0,0,BB,Direct,0,D,0,No Deposit,0,48.12,0
35,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
22,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,55,0
22,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,61,1
0,0,2,2,0,0,BB,Direct,0,E,0,No Deposit,0,91,1
20,0,3,2,0,0,BB,Online TA,0,E,0,No Deposit,0,86,1
3,0,3,2,0,0,HB,Direct,0,F,1,No Deposit,0,110,0
17,0,3,2,0,0,HB,Direct,0,E,1,No Deposit,0,105,0
1,0,1,2,0,0,BB,Direct,0,E,0,No Deposit,0,91,1
1,2,7,2,0,0,BB,Direct,0,F,0,No Deposit,0,76.22,1
72,1,5,2,0,0,BB,Online TA,0,D,2,No Deposit,0,47.85,1
35,0,3,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,1
35,0,3,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,1
4,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,65,2
72,1,5,2,0,0,BB,Online TA,0,D,2,No Deposit,0,47.85,1
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,61,0
49,0,3,2,0,0,HB,Direct,0,F,1,No Deposit,0,97.2,0
3,0,1,3,1,0,BB,Online TA,0,H,0,No Deposit,0,110,0
35,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
3,0,2,2,0,1,BB,Online TA,0,A,1,No Deposit,0,65,2
1,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,65,1
2,0,1,2,0,0,BB,Online TA,1,D,0,No Deposit,0,66,1
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,61,0
115,0,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,46.8,1
2,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,51.04,1
61,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,1
128,0,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,36.04,2
128,0,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,36.04,2
4,0,4,2,0,0,HB,Online TA,0,A,0,No Deposit,0,65.83,1
5,0,1,2,0,0,BB,Online TA,0,E,2,No Deposit,0,86,3
9,0,1,2,0,0,HB,Online TA,1,A,0,No Deposit,0,85,3
6,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,65,1
6,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,65,1
17,0,3,2,0,0,BB,Online TA,0,A,1,No Deposit,0,65,1
52,0,1,3,0,0,BB,Online TA,0,H,1,No Deposit,0,99,1
2,0,0,2,0,0,BB,Direct,0,A,0,No Deposit,0,0,1
0,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
34,2,5,2,0,0,BB,Online TA,0,E,0,No Deposit,0,64.71,1
1,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,38.4,0
1,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,38.4,0
34,1,4,2,0,0,BB,Online TA,0,D,3,No Deposit,0,58,1
4,1,0,1,0,0,BB,Online TA,0,E,0,No Deposit,0,50.4,0
51,1,1,2,0,0,HB,Online TA,0,A,0,No Deposit,0,78,2
155,2,5,2,0,0,BB,Online TA,0,E,0,No Deposit,0,61.8,2
34,2,5,2,0,0,BB,Online TA,0,E,0,No Deposit,0,70.71,1
4,1,3,1,0,0,BB,Online TA,0,A,1,No Deposit,0,32.95,1
22,2,1,2,0,0,BB,Online TA,0,F,0,No Deposit,0,55.44,0
0,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,41.11,1
12,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,41.96,2
1,1,0,1,0,0,BB,Online TA,0,A,0,No Deposit,0,49,0
0,1,0,1,0,0,BB,Direct,0,A,0,No Deposit,0,39,0
0,1,1,1,0,0,BB,Direct,1,A,1,No Deposit,0,40,0
0,0,0,2,0,0,BB,Direct,0,A,0,No Deposit,0,0,0
0,0,0,2,0,0,BB,Direct,0,A,0,No Deposit,0,0,0
3,1,0,2,0,0,HB,Online TA,0,A,0,No Deposit,0,78,1
43,2,3,2,0,0,BB,Online TA,0,A,1,No Deposit,0,34.86,2
53,1,0,2,0,0,BB,Direct,0,A,1,No Deposit,0,43.2,1
0,0,0,2,0,0,BB,Direct,0,A,1,No Deposit,0,0,0
0,1,0,1,0,0,BB,Direct,0,A,0,No Deposit,0,39,0
7,2,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,73,0
64,2,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,30.24,0
9,2,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,35.12,2
9,2,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,35.12,2
14,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,29.8,1
14,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,29.8,1
14,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,49,0
7,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,45,0
0,1,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,39,0
0,1,3,1,0,0,BB,Direct,1,A,1,No Deposit,0,55,0
1,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,2
33,0,0,1,0,0,BB,Online TA,0,A,0,No Deposit,0,0,2
36,1,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,2
11,1,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,0
36,1,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,2
5,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
5,2,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,2
0,0,1,2,0,0,BB,Online TA,0,A,1,No Deposit,0,48,1
15,1,1,2,2,0,BB,Online TA,0,C,0,No Deposit,0,56.4,0
0,0,1,2,0,0,BB,Direct,0,E,0,No Deposit,0,59,0
20,1,1,2,0,0,HB,Online TA,0,A,0,No Deposit,0,80.09,2
6,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,41.11,1
1,0,0,1,0,0,BB,Direct,0,A,0,No Deposit,0,0,0
1,0,0,1,0,0,BB,Direct,0,A,0,No Deposit,0,0,0
83,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,1
8,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,3
0,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,34.4,0
0,0,1,1,0,0,BB,Online TA,1,A,0,No Deposit,0,43.2,0
0,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,49,0
0,0,1,1,0,0,BB,Online TA,0,E,0,No Deposit,0,63,2
56,2,3,2,0,0,HB,Online TA,0,D,0,No Deposit,0,60.98,1
186,2,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,36.24,0
1,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,34.4,1
0,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
6,1,3,1,0,0,BB,Direct,0,A,0,No Deposit,0,39,0
1,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,1
0,0,1,2,0,0,BB,Direct,0,A,1,No Deposit,0,44,0
2,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
2,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
1,1,3,1,0,0,BB,Online TA,0,A,0,No Deposit,0,48,2
1,1,3,2,0,0,BB,Online TA,0,A,2,No Deposit,0,43,2
50,0,1,3,1,0,BB,Online TA,0,H,0,No Deposit,0,99,0
1,1,3,1,0,0,BB,Direct,0,A,0,No Deposit,0,39,0
21,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,54,1
7,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,1
67,2,5,2,0,0,BB,Online TA,0,E,0,No Deposit,0,55.8,2
8,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,1
0,0,2,2,0,0,BB,Direct,0,A,0,No Deposit,0,44,0
18,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,1
8,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,1
10,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,1
254,2,4,2,0,0,BB,Online TA,0,D,3,No Deposit,0,46.8,2
16,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,2
16,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,2
41,1,4,2,0,0,HB,Direct,0,A,1,No Deposit,0,74.88,0
32,0,4,2,0,0,HB,Online TA,0,A,1,No Deposit,0,66.4,1
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,44,0
5,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,58.43,1
0,0,1,2,0,0,BB,Direct,0,E,0,No Deposit,0,59,0
27,2,6,2,0,0,BB,Direct,0,G,1,No Deposit,0,87.46,1
101,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,25.64,3
101,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,25.64,3
65,0,4,2,0,0,BB,Online TA,0,D,0,No Deposit,0,48.8,3
26,2,4,2,0,0,HB,Online TA,0,E,2,No Deposit,0,95,2
77,0,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,30.24,0
1,0,1,2,0,0,BB,Direct,0,E,0,No Deposit,0,79,1
87,0,3,2,0,0,BB,Online TA,0,E,0,No Deposit,0,55.8,1
29,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,0
1,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,39,0
1,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,39,0
1,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,39,0
1,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,39,0
50,0,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,38.81,1
0,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,45.6,1
162,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,2
3,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,39,1
9,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,2
30,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,49,1
1,0,1,2,1,0,HB,Online TA,0,A,0,No Deposit,0,84,1
1,0,1,2,1,0,HB,Online TA,0,G,0,No Deposit,0,136,1
3,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,39,1
1,0,1,1,0,0,BB,Direct,0,A,1,No Deposit,0,39,1
3,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,39,1
3,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,39,1
98,0,2,2,0,1,BB,Direct,0,A,1,No Deposit,0,43.8,0
19,0,1,2,0,0,HB,Direct,0,G,1,No Deposit,0,119,0
19,0,1,2,0,0,HB,Direct,0,F,4,No Deposit,0,99,0
19,0,1,2,0,0,HB,Direct,0,F,4,No Deposit,0,99,0
30,0,2,1,0,0,BB,Online TA,0,A,1,No Deposit,0,59,1
28,0,2,2,1,0,BB,Online TA,0,A,1,No Deposit,0,54,1
25,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,54,2
6,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
4,0,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,62,1
8,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,54,1
4,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,35.11,1
1,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
46,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,66,0
52,0,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,49.5,2
46,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,66,0
18,0,1,2,0,0,HB,Direct,0,D,0,No Deposit,0,70,2
10,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,38.4,0
5,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,35.11,1
5,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,41.11,1
22,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
2,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
24,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,2
1,1,4,2,0,0,HB,Online TA,0,A,0,No Deposit,0,84,0
0,1,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,44,0
28,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,54,0
68,1,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,70,0
68,1,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,62,0
8,1,1,2,1,0,BB,Online TA,0,A,0,No Deposit,0,53.86,1
9,1,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,49.66,1
42,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
3,1,0,2,0,0,BB,Online TA,0,E,0,No Deposit,0,69,1
29,1,0,2,3,0,BB,Direct,0,H,0,No Deposit,0,88,0
9,1,0,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,1
52,2,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,1
5,1,0,1,0,0,BB,Direct,0,A,0,No Deposit,0,39,0
0,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
9,2,0,2,0,0,BB,Online TA,0,D,0,No Deposit,0,62,1
3,1,0,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,2
0,1,0,1,0,0,BB,Direct,0,A,0,No Deposit,0,39,0
0,1,0,2,0,0,BB,Direct,0,A,0,No Deposit,0,50,1
0,2,1,2,0,0,BB,Direct,0,A,1,No Deposit,0,50,0
1,1,0,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,3
2,0,2,1,0,0,BB,Direct,1,A,0,No Deposit,0,75,3
1,0,1,1,0,0,BB,Online TA,2,A,0,No Deposit,0,43,3
65,2,1,3,0,0,HB,Online TA,0,G,0,No Deposit,0,88.22,1
8,1,0,2,2,0,HB,Online TA,0,C,1,No Deposit,0,89.4,1
1,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
0,2,0,3,1,0,BB,Online TA,0,H,0,No Deposit,0,99,0
0,2,0,1,0,0,BB,Direct,0,A,0,No Deposit,0,45,0
60,2,3,2,0,0,HB,Online TA,0,D,0,No Deposit,0,57.93,2
1,1,0,2,0,0,BB,Direct,0,E,0,No Deposit,0,59,1
77,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,30.24,0
79,2,3,2,0,0,HB,Online TA,0,A,1,No Deposit,0,70.8,1
7,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,1
7,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,49,1
0,2,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,50,0
7,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,1
0,0,1,1,0,0,BB,Online TA,0,D,0,No Deposit,0,62,0
0,0,1,1,0,0,BB,Online TA,1,A,0,No Deposit,0,73,1
8,2,3,1,0,0,BB,Online TA,0,A,0,No Deposit,0,31.8,1
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,90,0
15,2,3,1,0,0,BB,Online TA,0,A,0,No Deposit,0,31.41,1
1,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,27.6,0
0,0,1,2,0,0,BB,Direct,0,E,1,No Deposit,0,44,1
109,2,4,2,0,0,BB,Online TA,0,D,0,No Deposit,0,48.8,1
5,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,0
49,2,3,2,0,0,HB,Direct,0,E,1,No Deposit,0,86.7,0
117,2,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,29.11,1
6,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
0,0,1,2,0,0,BB,Direct,0,E,0,No Deposit,0,59,1
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,39,0
35,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
66,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,50,2
58,0,2,3,1,0,BB,Online TA,0,H,0,No Deposit,0,93,0
150,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,49.8,2
154,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,47.8,2
2,0,1,2,0,0,BB,Direct,1,D,0,No Deposit,0,75,2
1,1,2,2,0,0,HB,Online TA,0,A,0,No Deposit,0,84,1
15,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
20,2,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,90,2
23,2,3,2,0,0,BB,Direct,0,F,0,No Deposit,0,55.44,0
17,1,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,71,0
7,1,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,34.4,1
5,1,3,1,0,0,BB,Online TA,1,A,0,No Deposit,0,33.65,2
2,0,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,0,1
90,1,3,2,0,0,HB,Online TA,0,A,0,No Deposit,0,64.8,2
103,0,0,2,0,0,BB,Online TA,0,F,0,No Deposit,0,0,1
71,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,1
8,0,1,2,0,0,BB,Direct,0,E,0,No Deposit,0,65,1
0,0,1,2,0,0,BB,Direct,0,E,0,No Deposit,0,65,0
